postime,time_est,icao,call,sqk,lat,long,alt,vsi,cmsgs,tsecs
1515372153215,1515372152837,A0547F,N120JE,1014,40.80477900,-74.53588899,3525,-128,4703,2677
,1515372153309,A0547F,,,,,,,1,
1515372211202,1515372211186,A0547F,N120JE,1014,40.86131300,-74.46868899,3275,-576,254,129
,1515372211515,A0547F,,,,,3475,,2,24
1515372211277,1515372212837,A0547F,N120JE,1014,40.86131300,-74.46868899,3250,-704,5089,2737
1515372212796,1515372212874,A0547F,N120JE,,40.86305200,-74.46661400,3225,-832,378,83
1515372209761,1515372215449,A0547F,N120JE,1014,40.85760500,-74.47308300,3225,-832,48,58
1515372271155,1515372271186,A0547F,N120JE,1014,40.91803000,-74.40234399,2525,-128,545,189
,1515372271515,A0547F,,,,,3250,,3,84
1515372273495,1515372272837,A0547F,N120JE,1014,40.92018099,-74.39984099,2525,-64,5384,2797
1515372268234,1515372272874,A0547F,N120JE,,40.91551200,-74.40527299,2525,-128,547,143
1515372274166,1515372274449,A0547F,N120JE,1014,40.91482500,-74.40606699,2525,-64,156,117
1515372331218,1515372331186,A0547F,N120JE,1014,40.96591200,-74.34594699,2500,64,823,249
1515372331609,1515372332874,A0547F,N120JE,,40.96604899,-74.34576400,2500,-64,730,203
1515372297182,1515372333837,A0547F,N120JE,1014,40.94059800,-74.37603799,2500,0,5836,2858
1515372334541,1515372335449,A0547F,N120JE,1014,40.96517899,-74.34680199,2500,0,267,178
1515372390656,1515372391186,A0547F,N120JE,1014,41.00029000,-74.29064900,2500,0,952,309
1515372392969,1515372392874,A0547F,N120JE,,41.00120499,-74.28765900,2525,64,1033,263
1515372382947,1515372393837,A0547F,N120JE,1014,40.99762499,-74.29941399,2525,0,6057,2918
1515372395259,1515372394449,A0547F,N120JE,1014,41.00157200,-74.28649900,2525,64,373,237
1515372451109,1515372451186,A0547F,N120JE,1014,41.02075200,-74.21960400,2525,-64,1368,369
1515372452431,1515372455837,A0547F,N120JE,1014,41.02088899,-74.21814000,2525,128,6270,2980
1515372455032,1515372455874,A0547F,N120JE,,41.02111800,-74.21496600,2525,128,1575,326
1515372457305,1515372457449,A0547F,N120JE,1014,41.02111800,-74.21496600,2525,64,458,300
1515372511672,1515372511186,A0547F,N120JE,1014,41.02523800,-74.14807100,2125,-576,1804,429
,1515372511766,A0547F,,,,,2400,,3,53
1515372513414,1515372512837,A0547F,N120JE,1014,41.02532999,-74.14575200,2100,-576,6741,3037
1515372512985,1515372512874,A0547F,N120JE,,41.02532999,-74.14617900,2125,-576,2334,383
1515372512180,1515372514449,A0547F,N120JE,1014,41.02523800,-74.14807100,2125,-576,492,357
1515372560063,1515372571186,A0547F,N120JE,1014,41.03329500,-74.09381100,1550,-512,2271,489
1515372571476,1515372573837,A0547F,N120JE,1014,41.03604099,-74.08196999,1525,-512,7014,3098
1515372573720,1515372573874,A0547F,N120JE,,41.03663600,-74.07949999,1525,-384,3356,444
1515372552195,1515372575449,A0547F,N120JE,1014,41.03128100,-74.10296599,1575,-448,514,418
